NCM;Categoria;Descri????o;IPI;In??cio da Vig??ncia;Fim da Vig??ncia;uTrib;Descri????o da uTrib;GTIN Produ????o;GTIN Homologa????o;Observa????o
3019110;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03019110 - TRUTAS PARA REPRODU????O;NT;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3019190;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03019190 - OUTRAS TRUTAS (SALMO TRUTTA ETC.)VIVAS;NT;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3019210;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03019210 - ENGUIAS PARA REPRODU????O;NT;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3019290;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03019290 - OUTRAS ENGUIAS (ANGUILLA SPP.) VIVAS;NT;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3019310;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03019310 - CARPAS PARA REPRODU????O;NT;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3019390;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03019390 - OUTRAS CARPAS;NT;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3019410;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03019410 - ATUNS AZUIS PARA REPRODU????O;NT;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3019490;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03019490 - OUTROS ATUNS AZUIS;NT;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3019510;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03019510 - ATUNS-DO-SUL (THUNNUS MACCOYII) P/REPRODU????O;NT;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3019590;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03019590 - OUTS. ATUNS-DO-SUL (THUNNUS MACCOYII) P/REPR.;NT;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3019911;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03019911 - TIL??PIAS PARA REPRODU????O;NT;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3019912;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03019912 - ESTURJ??ES PARA REPRODU????O;NT;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3019919;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03019919 - OUTROS PEIXES PARA REPRODU????O;NT;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3019991;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03019991 - OUTRAS TIL??PIAS VIVAS;NT;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3019992;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03019992 - OUTROS ESTURJ??ES VIVOS;NT;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3019999;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03019999 - OUTROS PEIXES VIVOS;NT;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3021100;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03021100 - TRUTAS (SALMO TRUTTA,ETC.) FRESCAS OU REFR.;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3021300;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03021300 - SALM??ES-DO PAC??FICO FRESCOS OU REFRIGERADOS;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3021400;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03021400 - SALM??O-DO-ATL??NTICO E SALM??O-DO-DAN??BIO FRESC./REFRIGER;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3021900;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03021900 - OUTS.SALMON??DEOS,FRESCOS OU REFR.,EXC.FIL??S;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3022100;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03022100 - LINGUADOS-GIGANTES, FRESC.OU REFRIGERADOS;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3022200;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03022200 - SOLHAS OU PATRU??AS, FRESCAS OU REFRIG.;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3022300;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03022300 - LINGUADOS (SOLEA SPP.), FRESCOS OU REFRIG.;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3022400;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03022400 - PREGADO FRESCO OU REFRIGERADO;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3022900;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03022900 - OUTROS PEIXES CHATOS, FRESCOS OU REFRIGERADOS;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3023100;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03023100 - ATUNS-BRANCOS OU GERM??ES FRESCOS/REFR.;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3023200;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03023200 - ALBACORAS(THUNNUS ALBACARES), FRES.,REFR.;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3023300;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03023300 - BONITO-LISTR/VENTR RAIAD, FRES.,REFR.,EXC.FIL??S;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3023400;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03023400 - ALBACORAS-BAND.(THUNN OBESUS)FRESC.REFR.;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3023500;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03023500 - ATUNS AZUIS, FRESCOS OU REFRIGERADO;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3023600;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03023600 - ATUNS DO SUL (THUNNUS MACCOYII) FRESCO/REFR.;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3023900;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03023900 - OUTROS ATUNS FRESCOS OU REFRIGERADOS;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3024100;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03024100 - ARANQUES FRESCOS OU REFRIGERADOS;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3024210;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03024210 - ANCHOITA FRESCA OU REFRIGERADA;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3024290;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03024290 - OUTROS ARENQUES FRESCOS OU REFRIGERADOS;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3024300;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03024300 - SARDINHAS, ANCHOVETAS FRESCAS OU REFRIGERADAS;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3024400;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03024400 - CAVALINHAS FRESCAS OU REFRIGERADAS;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3024500;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03024500 - CHICHARROS FRESCOS OU REFRIGERADOS;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3024600;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03024600 - BIJUPIR?? FRESCO OU REFRIGERADO;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3024700;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03024700 - ESPADARTE FRESCO OU REFRIGERADO;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3024910;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;ESPADINS, MARLINS, VELEIROS (ISTIOPHORIDAE);0;01/01/2017;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3024990;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;Outros;0;01/01/2017;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3025100;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03025100 - BACALHAU-DO-ATL??NTICO DA-GROEL??NDIA D/PAC??F.FRESC./REF;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3025200;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03025200 - HADDOCK OU LUBINA FRESCO OU REFRIGERADO;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3025300;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03025300 - SAITHE (POLLACHIUS VIRENS) FRESCO OU REFRIGERADO;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3025400;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03025400 - MERLUZAS E ABR??TEAS FRESCAS OU REFRIGERADAS;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3025500;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03025500 - MERLUZA-DO-ALASCA FRESCA OU REFRIGERADA;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3025600;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03025600 - VERDINHOS FRESCOS OU REFRIGERADOS;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3025900;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03025900 - OUTROS PEIXES FRESCOS OU REFRIGERADOS;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3027100;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03027100 - TIL??PIAS FRESCAS OU REFRIGERADAS;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3027210;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03027210 - BAGRE FRESCO OU REFRIGERADO;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3027290;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03027290 - OUTROS BAGRES FRESCOS OU REFRIGERADOS;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3027300;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03027300 - CARPAS FRESCAS OU REFRIGERADAS;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3027400;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03027400 - ENGUIAS FRESCAS OU REFRIGERADAS;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3027900;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03027900 - OUTROS PEIXES FRESCOS OU REFRIGERADOS;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3028100;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03028100 - CA????O E OUTROS TUBAR??ES FRESCOS OU REFIRGERADOS;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3028200;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03028200 - RAIAS FRESCAS OU REFRIGERADAS;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3028310;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03028310 - MERLUZA NEGRA (DISSOSTICHUS ELEGINOIDES);0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3028320;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03028320 - MERLUZA ANT??RTICA FRESCA OU REFRIGERADA;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3028400;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03028400 - ROBALOS FRESCOS OU REFRIGERADOS;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3028500;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03028500 - PARGOS OU SARGOS (SPARIDAE) FRESCOS OU REFRIGERADOS;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3028910;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;PARGO (LUTJANUS PURPUREUS) ;0;01/01/2017;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3028911;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03028911 - AGULH??ES FRESCOS OU REFRIGERADOS;;01/01/2016;31/03/2017;KG;QUILOGRAMA;;;
3028912;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03028912 - PARGO (LUTJANUS PURPUREUS) FRESCO OU REFRIGERADO;;01/01/2016;31/03/2017;KG;QUILOGRAMA;;;
3028921;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03028921 - CHERNE-POVEIRO FRESCO OU REFRIGERADO;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3028922;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03028922 - GAROUPAS FRESCAS OU REFRIGERADAS;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3028923;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03028923 - ESTURJ??O FRESCO OU REFRIGERADO;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3028924;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03028924 - PEIXES-REI FRESCOS OU REFRIGERADOS;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3028931;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03028931 - CURIMAT??S FRESCAS OU REFRIGERADAS;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3028932;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03028932 - TIL??PIAS FRESCAS OU REFRIGERADAS;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3028933;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03028933 - SURUBINS FRECOS OU REFRIGERADOS;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3028934;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03028934 - TRA??RA FRESCA OU REFRIGERADA;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3028935;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03028935 - PIAUS (LEPORINUS SPP.) FRESCO OU REFRIGERADO;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3028936;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03028936 - TAINHAS FRESCAS OU REFRIGERADAS;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3028937;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03028937 - PIRARUCU (ARAPAIMA GIGAS) FRESCO OU REFRIGERADO;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3028938;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03028938 - PESCADAS (CYNOCION SPP.) FRESCO OU REFRIGERADO;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3028941;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03028941 - PIRAMUTABA FRESCA OU REFRIGERADA;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3028942;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03028942 - DOURADA (BRACHYPLATYSTOMA FLAVICANS) FRESCA/REFRIGERADA;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3028943;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03028943 - PACU (PIARATUS MESOPOTAMICUS) FRESCO OU REFRIGERADO;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3028944;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03028944 - TAMBAQUI (COLOSSOMA MACROPOMUM) FRESCO/REFRIGERADO;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3028945;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03028945 - TAMBACU (H??BRIDO DE TAMBAQUI E PACU) FRESCO/REFRIGERADO;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3028990;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03028990 - OUTROS PEIXES FRESCOS OU REFRIGERADOS;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3029000;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03029000 - F??GADOS, OVAS, E S??MEN DE PEIXES FRESCOS OU REFRIGERADO;;01/01/2016;31/03/2017;KG;QUILOGRAMA;;;
3029100;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03029100 - -- F??GADOS, OVAS E G??NADAS MASCULINAS;0;01/01/2017;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3029200;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03029200 - -- BARBATANAS DE TUBAR??O;0;01/01/2017;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3029900;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03029900 - -- OUTROS;0;01/01/2017;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3031100;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03031100 - SALM??ES VERM.(ONCORHYNCHUS NERKA)CONG.;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3031200;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03031200 - SALM??ES-DO-PAC??FICO CONGELADOS;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3031300;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03031300 - SALM??O-DO-ATL??NTICO E SALM??O-DO-DAN??BIO CONGELADOS;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3031400;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03031400 - TRUTAS CONGELADAS;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3031900;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03031900 - OUTROS PEIXES CONGELADOS;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3032300;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03032300 - TIL??PIAS CONGELADAS;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3032410;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03032410 - BAGRE CONGELADO;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3032490;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03032490 - OUTROS BAGRES CONGELADOS;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3032500;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03032500 - CARPAS CONGELADAS;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3032600;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03032600 - ENGUIAS CONGELADAS;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3032900;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03032900 - OUTROS PEIXES CONGELADAS;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3033100;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03033100 - LINGUADOS-GIGANTES, CONG.EXC.F??G.OVAS,S??MEN;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3033200;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03033200 - SOLHAS/PATRU??AS, CONG.EXC.F??G.OVAS.S??MEN;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3033300;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03033300 - LINGUADO(SOLEA SPP.),CONG.,EXC.F??G,OVAS,S??M.;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3033400;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03033400 - PREGADO CONGELADO;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3033900;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03033900 - OUTROS PEIXES CHATOS CONGELADOS;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3034100;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03034100 - ATUNS-BRANCOS / GERM??ES,CONG.,EXC.F??GADOS;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3034200;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03034200 - ALBACORAS(THUNNUS ALBACARES),CONGELADOS;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3034300;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03034300 - BONITO-LISTR./VENTR RAIAD, FRES.,REFR.,EXC.F??G.;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3034400;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03034400 - ALBACORAS-BANDOLIM(THUNNUS OBESUS)CONG.;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3034500;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03034500 - ATUNS AZUIS CONGELADOS;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3034600;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03034600 - ATUNS DO SUL (THUNNUS MACCOYII)CONGELADOS;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3034900;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03034900 - OUTROS PEIXES CONGELADOS;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3035100;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03035100 - ARENQUES,CONG.,EXC.F??GADO,OVAS,S??MEN;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3035300;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03035300 - SARDINHAS, ANCHOVETA CONGELADAS;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
3035400;PEIXES E CRUST??CEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQU??TICOS;03035400 - CAVALINHAS CONGELADAS;0;01/01/2016;;KG;QUILOGRAMA;11/03/2019;01/10/2018;
